Name	Description	chrom	type	start_hg19	end_hg19	strand	ts_id	gene_type	gene_status	loci_level	alias_symbol	official_name	nodes	SNP	SNP_chr	SNP_pos_hg19	distance	index
ENSG00000132207.12	SLX1A	chr16	gene	30205208	30208882	+	ENSG00000132207.12	protein_coding	KNOWN	2	SLX1A	SLX1A	1	rs11642430	chr16	30045789	159419	18
ENSG00000213599.5	SULT1A3	chr16	gene	30205213	30215631	+	ENSG00000213599.5	processed_transcript	KNOWN	2	SULT1A3	SULT1A3	1	rs11642430	chr16	30045789	159424	19
ENSG00000261052.1	SULT1A3	chr16	gene	30205754	30215631	+	ENSG00000261052.1	protein_coding	KNOWN	2	SULT1A3	SULT1A3	1	rs11642430	chr16	30045789	159965	20
ENSG00000177200.10	CHD9	chr16	gene	53088945	53363062	+	ENSG00000177200.10	protein_coding	KNOWN	2	CHD9	CHD9	1	rs1421085	chr16	53800954	-712009	6
ENSG00000103479.9	RBL2	chr16	gene	53467889	53525561	+	ENSG00000103479.9	protein_coding	KNOWN	2	RBL2	RBL2	1	rs1421085	chr16	53800954	-333065	4
ENSG00000166971.11	AKTIP	chr16	gene	53525291	53538323	-	ENSG00000166971.11	protein_coding	KNOWN	2	AKTIP	AKTIP	1	rs1421085	chr16	53800954	-275663	3
ENSG00000103494.7	RPGRIP1L	chr16	gene	53631595	53737850	-	ENSG00000103494.7	protein_coding	KNOWN	2	RPGRIP1L	RPGRIP1L	1	rs1421085	chr16	53800954	-169359	2
ENSG00000140718.14	FTO	chr16	gene	53737875	54155853	+	ENSG00000140718.14	protein_coding	KNOWN	2	FTO	FTO	1	rs1421085	chr16	53800954	-63079	1
ENSG00000177508.10	IRX3	chr16	gene	54317216	54320675	-	ENSG00000177508.10	protein_coding	KNOWN	2	IRX3	IRX3	1	rs1421085	chr16	53800954	516262	5
ENSG00000103044.6	HAS3	chr16	gene	69139467	69152622	+	ENSG00000103044.6	protein_coding	KNOWN	2	HAS3	HAS3	1	rs862320	chr16	69651866	-512399	17
ENSG00000168802.8	CHTF8	chr16	gene	69151913	69166487	-	ENSG00000168802.8	protein_coding	KNOWN	1	CHTF8	CHTF8	1	rs862320	chr16	69651866	-499953	16
ENSG00000141076.11	CIRH1A	chr16	gene	69165194	69202941	+	ENSG00000141076.11	protein_coding	KNOWN	2	CIRH1A	CIRH1A	1	rs862320	chr16	69651866	-486672	14
ENSG00000168807.11	SNTB2	chr16	gene	69221032	69342955	+	ENSG00000168807.11	protein_coding	KNOWN	1	SNTB2	SNTB2	1	rs862320	chr16	69651866	-430834	13
ENSG00000132612.13	VPS4A	chr16	gene	69333562	69358949	+	ENSG00000132612.13	protein_coding	KNOWN	2	VPS4A	VPS4A	1	rs862320	chr16	69651866	-318304	11
ENSG00000213380.7	COG8	chr16	gene	69354043	69373570	-	ENSG00000213380.7	protein_coding	KNOWN	2	COG8	COG8	1	rs862320	chr16	69651866	-297823	10
ENSG00000258429.1	PDF	chr16	gene	69362524	69364498	-	ENSG00000258429.1	protein_coding	KNOWN	2	PDF	PDF	1	rs862320	chr16	69651866	-289342	9
ENSG00000132603.9	NIP7	chr16	gene	69373333	69377014	+	ENSG00000132603.9	protein_coding	KNOWN	2	NIP7	NIP7	1	rs862320	chr16	69651866	-278533	8
ENSG00000157315.4	TMED6	chr16	gene	69377151	69385712	-	ENSG00000157315.4	protein_coding	KNOWN	2	TMED6	TMED6	1	rs862320	chr16	69651866	-274715	7
ENSG00000132604.3	TERF2	chr16	gene	69389464	69442474	-	ENSG00000132604.3	protein_coding	KNOWN	2	TERF2	TERF2	1	rs862320	chr16	69651866	-262402	6
ENSG00000103018.11	CYB5B	chr16	gene	69458428	69500169	+	ENSG00000103018.11	protein_coding	KNOWN	2	CYB5B	CYB5B	1	rs862320	chr16	69651866	-193438	5
ENSG00000102908.15	NFAT5	chr16	gene	69598997	69738569	+	ENSG00000102908.15	protein_coding	KNOWN	2	NFAT5	NFAT5	1	rs862320	chr16	69651866	-52869	1
ENSG00000181019.8	NQO1	chr16	gene	69740899	69760854	-	ENSG00000181019.8	protein_coding	KNOWN	2	NQO1	NQO1	1	rs862320	chr16	69651866	89033	2
ENSG00000141101.7	NOB1	chr16	gene	69775770	69788843	-	ENSG00000141101.7	protein_coding	KNOWN	2	NOB1	NOB1	1	rs862320	chr16	69651866	123904	3
ENSG00000198373.7	WWP2	chr16	gene	69796209	69975644	+	ENSG00000198373.7	protein_coding	KNOWN	2	WWP2	WWP2	1	rs862320	chr16	69651866	144343	4
ENSG00000157322.11	CLEC18A	chr16	gene	69984810	69998141	+	ENSG00000157322.11	protein_coding	KNOWN	2	CLEC18A	CLEC18A	1	rs862320	chr16	69651866	332944	12
ENSG00000090857.8	PDPR	chr16	gene	70147529	70195203	+	ENSG00000090857.8	protein_coding	KNOWN	2	PDPR	PDPR	1	rs862320	chr16	69651866	495663	15
ENSG00000157335.14	CLEC18C	chr16	gene	70207225	70221264	+	ENSG00000157335.14	protein_coding	KNOWN	2	CLEC18C	CLEC18C	1	rs862320	chr16	69651866	555359	18
ENSG00000223496.1	EXOSC6	chr16	gene	70284134	70285833	-	ENSG00000223496.1	protein_coding	KNOWN	2	EXOSC6	EXOSC6	1	rs862320	chr16	69651866	632268	19
ENSG00000090861.9	AARS	chr16	gene	70286293	70323446	-	ENSG00000090861.9	protein_coding	KNOWN	2	AARS	AARS	1	rs862320	chr16	69651866	634427	20
ENSG00000090863.7	GLG1	chr16	gene	74485856	74641012	-	ENSG00000090863.7	protein_coding	KNOWN	2	GLG1	GLG1	1	rs72802342	chr16	75234872	-749016	20
ENSG00000168411.8	RFWD3	chr16	gene	74655292	74700779	-	ENSG00000168411.8	protein_coding	KNOWN	2	RFWD3	RFWD3	1	rs72802342	chr16	75234872	-579580	19
ENSG00000168404.8	MLKL	chr16	gene	74705753	74734858	-	ENSG00000168404.8	protein_coding	KNOWN	2	MLKL	MLKL	1	rs72802342	chr16	75234872	-529119	18
ENSG00000103089.4	FA2H	chr16	gene	74746853	74808729	-	ENSG00000103089.4	protein_coding	KNOWN	2	FA2H	FA2H	1	rs72802342	chr16	75234872	-488019	17
ENSG00000103091.10	WDR59	chr16	gene	74907468	75034071	-	ENSG00000103091.10	protein_coding	KNOWN	2	WDR59	WDR59	1	rs72802342	chr16	75234872	-327404	10
ENSG00000186187.6	ZNRF1	chr16	gene	75032928	75144892	+	ENSG00000186187.6	protein_coding	KNOWN	1	ZNRF1	ZNRF1	1	rs72802342	chr16	75234872	-201944	7
ENSG00000166816.9	LDHD	chr16	gene	75145758	75150669	-	ENSG00000166816.9	protein_coding	KNOWN	2	LDHD	LDHD	1	rs72802342	chr16	75234872	-89114	5
ENSG00000184517.7	ZFP1	chr16	gene	75182390	75206134	+	ENSG00000184517.7	protein_coding	KNOWN	2	ZFP1	ZFP1	1	rs72802342	chr16	75234872	-52482	4
ENSG00000168928.8	CTRB2	chr16	gene	75237994	75241083	-	ENSG00000168928.8	protein_coding	KNOWN	2	CTRB2	CTRB2	1	rs72802342	chr16	75234872	3122	1
ENSG00000168925.6	CTRB1	chr16	gene	75252898	75258822	+	ENSG00000168925.6	protein_coding	KNOWN	2	CTRB1	CTRB1	1	rs72802342	chr16	75234872	18026	2
ENSG00000050820.12	BCAR1	chr16	gene	75262928	75301951	-	ENSG00000050820.12	protein_coding	KNOWN	2	BCAR1	BCAR1	1	rs72802342	chr16	75234872	28056	3
ENSG00000153774.4	CFDP1	chr16	gene	75327596	75467383	-	ENSG00000153774.4	protein_coding	KNOWN	2	CFDP1	CFDP1	1	rs72802342	chr16	75234872	92724	6
ENSG00000166822.8	TMEM170A	chr16	gene	75476952	75499395	-	ENSG00000166822.8	protein_coding	KNOWN	2	TMEM170A	TMEM170A	1	rs72802342	chr16	75234872	242080	8
ENSG00000183196.4	CHST6	chr16	gene	75510949	75529282	-	ENSG00000183196.4	protein_coding	KNOWN	2	CHST6	CHST6	1	rs72802342	chr16	75234872	276077	9
ENSG00000135702.10	CHST5	chr16	gene	75562433	75569145	-	ENSG00000135702.10	protein_coding	KNOWN	2	CHST5	CHST5	1	rs72802342	chr16	75234872	327561	11
ENSG00000205084.4	TMEM231	chr16	gene	75572015	75590176	-	ENSG00000205084.4	protein_coding	KNOWN	2	TMEM231	TMEM231	1	rs72802342	chr16	75234872	337143	12
ENSG00000034713.3	GABARAPL2	chr16	gene	75600249	75611779	+	ENSG00000034713.3	protein_coding	KNOWN	2	GABARAPL2	GABARAPL2	1	rs72802342	chr16	75234872	365377	13
ENSG00000065457.5	ADAT1	chr16	gene	75630879	75657198	-	ENSG00000065457.5	protein_coding	KNOWN	2	ADAT1	ADAT1	1	rs72802342	chr16	75234872	396007	14
ENSG00000065427.10	KARS	chr16	gene	75661622	75682541	-	ENSG00000065427.10	protein_coding	KNOWN	2	KARS	KARS	1	rs72802342	chr16	75234872	426750	15
ENSG00000166848.4	TERF2IP	chr16	gene	75681684	75795051	+	ENSG00000166848.4	protein_coding	KNOWN	2	TERF2IP	TERF2IP	1	rs72802342	chr16	75234872	446812	16
ENSG00000168589.10	DYNLRB2	chr16	gene	80574631	80584657	+	ENSG00000168589.10	protein_coding	KNOWN	2	DYNLRB2	DYNLRB2	1	rs2925979	chr16	81534790	-960159	14
ENSG00000166446.9	CDYL2	chr16	gene	80637609	80838226	-	ENSG00000166446.9	protein_coding	KNOWN	2	CDYL2	CDYL2	1	rs2925979	chr16	81534790	-897181	13
ENSG00000103121.4	CMC2	chr16	gene	81009698	81053875	-	ENSG00000103121.4	protein_coding	KNOWN	2	CMC2	CMC2	1	rs2925979	chr16	81534790	-525092	10
ENSG00000166451.9	CENPN	chr16	gene	81040103	81066719	+	ENSG00000166451.9	protein_coding	KNOWN	2	CENPN	CENPN	1	rs2925979	chr16	81534790	-494687	8
ENSG00000166454.5	ATMIN	chr16	gene	81069452	81080963	+	ENSG00000166454.5	protein_coding	KNOWN	2	ATMIN	ATMIN	1	rs2925979	chr16	81534790	-465338	7
ENSG00000166455.9	C16orf46	chr16	gene	81087102	81110872	-	ENSG00000166455.9	protein_coding	KNOWN	2	C16orf46	C16orf46	1	rs2925979	chr16	81534790	-447688	6
ENSG00000140905.5	GCSH	chr16	gene	81115566	81130008	-	ENSG00000140905.5	protein_coding	KNOWN	2	GCSH	GCSH	1	rs2925979	chr16	81534790	-419224	5
ENSG00000166473.12	PKD1L2	chr16	gene	81134480	81253975	-	ENSG00000166473.12	polymorphic_pseudogene	KNOWN	1	PKD1L2	PKD1L2	1	rs2925979	chr16	81534790	-400310	4
ENSG00000127688.3	GAN	chr16	gene	81348557	81413940	+	ENSG00000127688.3	protein_coding	KNOWN	2	GAN	GAN	1	rs2925979	chr16	81534790	-186233	2
ENSG00000153815.9	CMIP	chr16	gene	81478775	81745173	+	ENSG00000153815.9	protein_coding	KNOWN	2	CMIP	CMIP	1	rs2925979	chr16	81534790	-56015	1
ENSG00000197943.5	PLCG2	chr16	gene	81772702	81991899	+	ENSG00000197943.5	protein_coding	KNOWN	2	PLCG2	PLCG2	1	rs2925979	chr16	81534790	237912	3
ENSG00000184860.4	SDR42E1	chr16	gene	82031257	82045093	-	ENSG00000184860.4	protein_coding	KNOWN	1	SDR42E1	SDR42E1	1	rs2925979	chr16	81534790	496467	9
ENSG00000086696.4	HSD17B2	chr16	gene	82068609	82132139	+	ENSG00000086696.4	protein_coding	KNOWN	2	HSD17B2	HSD17B2	1	rs2925979	chr16	81534790	533819	11
ENSG00000135698.5	MPHOSPH6	chr16	gene	82181403	82203831	-	ENSG00000135698.5	protein_coding	KNOWN	2	MPHOSPH6	MPHOSPH6	1	rs2925979	chr16	81534790	646613	12
ENSG00000176715.11	ACSF3	chr16	gene	89154783	89222254	+	ENSG00000176715.11	protein_coding	KNOWN	1	ACSF3	ACSF3	1	rs12920022	chr16	89564055	-409272	17
ENSG00000129910.3	CDH15	chr16	gene	89238175	89261900	+	ENSG00000129910.3	protein_coding	KNOWN	2	CDH15	CDH15	1	rs12920022	chr16	89564055	-325880	15
ENSG00000170100.9	ZNF778	chr16	gene	89284118	89295363	+	ENSG00000170100.9	protein_coding	KNOWN	2	ZNF778	ZNF778	1	rs12920022	chr16	89564055	-279937	13
ENSG00000167522.9	ANKRD11	chr16	gene	89334038	89556969	-	ENSG00000167522.9	protein_coding	KNOWN	2	ANKRD11	ANKRD11	1	rs12920022	chr16	89564055	-230017	11
ENSG00000197912.8	SPG7	chr16	gene	89557325	89624176	+	ENSG00000197912.8	protein_coding	KNOWN	2	SPG7	SPG7	1	rs12920022	chr16	89564055	-6730	1
ENSG00000167526.9	RPL13	chr16	gene	89627065	89630950	+	ENSG00000167526.9	protein_coding	KNOWN	2	RPL13	RPL13	1	rs12920022	chr16	89564055	63010	2
ENSG00000178773.10	CPNE7	chr16	gene	89642176	89663654	+	ENSG00000178773.10	protein_coding	KNOWN	1	CPNE7	CPNE7	1	rs12920022	chr16	89564055	78121	3
ENSG00000015413.5	DPEP1	chr16	gene	89679716	89704839	+	ENSG00000015413.5	protein_coding	KNOWN	2	DPEP1	DPEP1	1	rs12920022	chr16	89564055	115661	4
ENSG00000131165.10	CHMP1A	chr16	gene	89710839	89724253	-	ENSG00000131165.10	protein_coding	KNOWN	1	CHMP1A	CHMP1A	1	rs12920022	chr16	89564055	146784	5
ENSG00000167523.8	C16orf55	chr16	gene	89724210	89737680	+	ENSG00000167523.8	protein_coding	KNOWN	2	C16orf55	SPATA33	1	rs12920022	chr16	89564055	160155	6
ENSG00000185324.17	CDK10	chr16	gene	89747145	89762772	+	ENSG00000185324.17	protein_coding	KNOWN	2	CDK10	CDK10	1	rs12920022	chr16	89564055	183090	7
ENSG00000158792.11	SPATA2L	chr16	gene	89762751	89768113	-	ENSG00000158792.11	protein_coding	KNOWN	2	SPATA2L	SPATA2L	1	rs12920022	chr16	89564055	198696	8
ENSG00000075399.7	C16orf7	chr16	gene	89773542	89787394	-	ENSG00000075399.7	protein_coding	KNOWN	2	C16orf7	VPS9D1	1	rs12920022	chr16	89564055	209487	9
ENSG00000158805.7	ZNF276	chr16	gene	89786808	89807311	+	ENSG00000158805.7	protein_coding	KNOWN	2	ZNF276	ZNF276	1	rs12920022	chr16	89564055	222753	10
ENSG00000187741.9	FANCA	chr16	gene	89803957	89883065	-	ENSG00000187741.9	protein_coding	KNOWN	2	FANCA	FANCA	1	rs12920022	chr16	89564055	239902	12
ENSG00000204991.6	SPIRE2	chr16	gene	89884587	89937727	+	ENSG00000204991.6	protein_coding	KNOWN	2	SPIRE2	SPIRE2	1	rs12920022	chr16	89564055	320532	14
ENSG00000141002.11	TCF25	chr16	gene	89940000	89984641	+	ENSG00000141002.11	protein_coding	KNOWN	2	TCF25	TCF25	1	rs12920022	chr16	89564055	375945	16
ENSG00000258839.1	MC1R	chr16	gene	89984287	89987385	+	ENSG00000258839.1	protein_coding	KNOWN	2	MC1R	MC1R	1	rs12920022	chr16	89564055	420232	18
ENSG00000198211.7	TUBB3	chr16	gene	89987800	90005169	+	ENSG00000198211.7	protein_coding	KNOWN	2	TUBB3	TUBB3	1	rs12920022	chr16	89564055	423745	19
ENSG00000140995.12	DEF8	chr16	gene	90014333	90034468	+	ENSG00000140995.12	protein_coding	KNOWN	2	DEF8	DEF8	1	rs12920022	chr16	89564055	450278	20
ENSG00000040531.10	CTNS	chr17	gene	3539762	3564836	+	ENSG00000040531.10	protein_coding	KNOWN	1	CTNS	CTNS	1	rs1377807	chr17	4045440	-505678	20
ENSG00000213977.3	TAX1BP3	chr17	gene	3566196	3571976	-	ENSG00000213977.3	protein_coding	KNOWN	2	TAX1BP3	TAX1BP3	1	rs1377807	chr17	4045440	-479244	18
ENSG00000127774.5	TMEM93	chr17	gene	3572090	3572962	+	ENSG00000127774.5	protein_coding	KNOWN	3	TMEM93	EMC6	1	rs1377807	chr17	4045440	-473350	17
ENSG00000083454.16	P2RX5	chr17	gene	3575748	3599698	-	ENSG00000083454.16	protein_coding	KNOWN	2	P2RX5	P2RX5	1	rs1377807	chr17	4045440	-469692	16
ENSG00000083457.6	ITGAE	chr17	gene	3617922	3704537	-	ENSG00000083457.6	protein_coding	KNOWN	2	ITGAE	ITGAE	1	rs1377807	chr17	4045440	-427518	14
ENSG00000177602.4	GSG2	chr17	gene	3627211	3630067	+	ENSG00000177602.4	protein_coding	KNOWN	2	GSG2	GSG2	1	rs1377807	chr17	4045440	-418229	13
ENSG00000074356.11	C17orf85	chr17	gene	3714460	3749545	-	ENSG00000074356.11	protein_coding	KNOWN	2	C17orf85	C17orf85	1	rs1377807	chr17	4045440	-330980	9
ENSG00000004660.10	CAMKK1	chr17	gene	3763609	3798185	-	ENSG00000004660.10	protein_coding	KNOWN	2	CAMKK1	CAMKK1	1	rs1377807	chr17	4045440	-281831	7
ENSG00000108405.3	P2RX1	chr17	gene	3799886	3819794	-	ENSG00000108405.3	protein_coding	KNOWN	2	P2RX1	P2RX1	1	rs1377807	chr17	4045440	-245554	6
ENSG00000074370.13	ATP2A3	chr17	gene	3827169	3867736	-	ENSG00000074370.13	protein_coding	KNOWN	2	ATP2A3	ATP2A3	1	rs1377807	chr17	4045440	-218271	5
ENSG00000074755.9	ZZEF1	chr17	gene	3907739	4046314	-	ENSG00000074755.9	protein_coding	KNOWN	2	ZZEF1	ZZEF1	1	rs1377807	chr17	4045440	-137701	4
ENSG00000167740.3	CYB5D2	chr17	gene	4046462	4090605	+	ENSG00000167740.3	protein_coding	KNOWN	2	CYB5D2	CYB5D2	1	rs1377807	chr17	4045440	1022	1
ENSG00000185722.9	ANKFY1	chr17	gene	4066665	4167274	-	ENSG00000185722.9	protein_coding	KNOWN	2	ANKFY1	ANKFY1	1	rs1377807	chr17	4045440	21225	2
ENSG00000132388.8	UBE2G1	chr17	gene	4172554	4269923	-	ENSG00000132388.8	protein_coding	KNOWN	2	UBE2G1	UBE2G1	1	rs1377807	chr17	4045440	127114	3
ENSG00000182557.3	SPNS3	chr17	gene	4336983	4391503	+	ENSG00000182557.3	protein_coding	KNOWN	2	SPNS3	SPNS3	1	rs1377807	chr17	4045440	291543	8
ENSG00000183018.3	SPNS2	chr17	gene	4402133	4442330	+	ENSG00000183018.3	protein_coding	KNOWN	2	SPNS2	SPNS2	1	rs1377807	chr17	4045440	356693	10
ENSG00000132382.9	MYBBP1A	chr17	gene	4442192	4458926	-	ENSG00000132382.9	protein_coding	KNOWN	2	MYBBP1A	MYBBP1A	1	rs1377807	chr17	4045440	396752	11
ENSG00000167741.5	GGT6	chr17	gene	4460222	4464113	-	ENSG00000167741.5	protein_coding	KNOWN	2	GGT6	GGT6	1	rs1377807	chr17	4045440	414782	12
ENSG00000188176.7	SMTNL2	chr17	gene	4487294	4511614	+	ENSG00000188176.7	protein_coding	KNOWN	2	SMTNL2	SMTNL2	1	rs1377807	chr17	4045440	441854	15
ENSG00000161905.7	ALOX15	chr17	gene	4534197	4545589	-	ENSG00000161905.7	protein_coding	KNOWN	2	ALOX15	ALOX15	1	rs1377807	chr17	4045440	488757	19
ENSG00000170175.6	CHRNB1	chr17	gene	7348380	7361026	+	ENSG00000170175.6	protein_coding	KNOWN	2	CHRNB1	CHRNB1	1	rs1641523	chr17	7549681	-201301	20
ENSG00000174282.7	ZBTB4	chr17	gene	7362685	7387582	-	ENSG00000174282.7	protein_coding	KNOWN	2	ZBTB4	ZBTB4	1	rs1641523	chr17	7549681	-186996	18
ENSG00000259224.1	SLC35G6	chr17	gene	7384721	7386383	+	ENSG00000259224.1	protein_coding	KNOWN	3	SLC35G6	SLC35G6	1	rs1641523	chr17	7549681	-164960	17
ENSG00000181222.10	POLR2A	chr17	gene	7387685	7417933	+	ENSG00000181222.10	protein_coding	KNOWN	2	POLR2A	POLR2A	1	rs1641523	chr17	7549681	-161996	16
ENSG00000239697.6	TNFSF12	chr17	gene	7452208	7464925	+	ENSG00000239697.6	protein_coding	KNOWN	2	TNFSF12	TNFSF12	1	rs1641523	chr17	7549681	-97473	15
ENSG00000161955.12	TNFSF13	chr17	gene	7461609	7464925	+	ENSG00000161955.12	protein_coding	KNOWN	2	TNFSF13	TNFSF13	1	rs1641523	chr17	7549681	-88072	14
ENSG00000161956.7	SENP3	chr17	gene	7465272	7475287	+	ENSG00000161956.7	protein_coding	KNOWN	3	SENP3	SENP3	1	rs1641523	chr17	7549681	-84409	13
ENSG00000161960.9	EIF4A1	chr17	gene	7476024	7482324	+	ENSG00000161960.9	protein_coding	KNOWN	2	EIF4A1	EIF4A1	1	rs1641523	chr17	7549681	-73657	12
ENSG00000129226.8	CD68	chr17	gene	7482922	7485431	+	ENSG00000129226.8	protein_coding	KNOWN	2	CD68	CD68	1	rs1641523	chr17	7549681	-66759	10
ENSG00000129255.9	MPDU1	chr17	gene	7486965	7496107	+	ENSG00000129255.9	protein_coding	KNOWN	2	MPDU1	MPDU1	1	rs1641523	chr17	7549681	-62716	9
ENSG00000129194.3	SOX15	chr17	gene	7491496	7493488	-	ENSG00000129194.3	protein_coding	KNOWN	2	SOX15	SOX15	1	rs1641523	chr17	7549681	-58185	7
ENSG00000129245.7	FXR2	chr17	gene	7494548	7518189	-	ENSG00000129245.7	protein_coding	KNOWN	2	FXR2	FXR2	1	rs1641523	chr17	7549681	-55133	6
ENSG00000129214.9	SHBG	chr17	gene	7517382	7536700	+	ENSG00000129214.9	protein_coding	KNOWN	2	SHBG	SHBG	1	rs1641523	chr17	7549681	-32299	4
ENSG00000141504.7	SAT2	chr17	gene	7529552	7531194	-	ENSG00000141504.7	protein_coding	KNOWN	2	SAT2	SAT2	1	rs1641523	chr17	7549681	-20129	3
ENSG00000129244.4	ATP1B2	chr17	gene	7549945	7561086	+	ENSG00000129244.4	protein_coding	KNOWN	2	ATP1B2	ATP1B2	1	rs1641523	chr17	7549681	264	1
ENSG00000141510.9	TP53	chr17	gene	7565097	7590856	-	ENSG00000141510.9	protein_coding	KNOWN	2	TP53	TP53	1	rs1641523	chr17	7549681	15416	2
ENSG00000141499.10	WRAP53	chr17	gene	7589389	7606820	+	ENSG00000141499.10	protein_coding	KNOWN	1	WRAP53	WRAP53	1	rs1641523	chr17	7549681	39708	5
ENSG00000108947.4	EFNB3	chr17	gene	7608520	7614696	+	ENSG00000108947.4	protein_coding	KNOWN	2	EFNB3	EFNB3	1	rs1641523	chr17	7549681	58839	8
ENSG00000183914.9	DNAH2	chr17	gene	7620672	7737062	+	ENSG00000183914.9	protein_coding	KNOWN	2	DNAH2	DNAH2	1	rs1641523	chr17	7549681	70991	11
ENSG00000132510.6	KDM6B	chr17	gene	7743222	7758114	+	ENSG00000132510.6	protein_coding	KNOWN	2	KDM6B	KDM6B	1	rs1641523	chr17	7549681	193541	19
ENSG00000141506.8	PIK3R5	chr17	gene	8782228	8869024	-	ENSG00000141506.8	protein_coding	KNOWN	2	PIK3R5	PIK3R5	1	rs7222481	chr17	9785187	-1002959	18
ENSG00000065320.4	NTN1	chr17	gene	8924859	9147317	+	ENSG00000065320.4	protein_coding	KNOWN	2	NTN1	NTN1	1	rs7222481	chr17	9785187	-860328	16
ENSG00000170310.5	STX8	chr17	gene	9153789	9479908	-	ENSG00000170310.5	protein_coding	KNOWN	2	STX8	STX8	1	rs7222481	chr17	9785187	-631398	11
ENSG00000166596.10	WDR16	chr17	gene	9479944	9546776	+	ENSG00000166596.10	protein_coding	KNOWN	2	WDR16	WDR16	1	rs7222481	chr17	9785187	-305243	6
ENSG00000154914.10	USP43	chr17	gene	9548580	9633001	+	ENSG00000154914.10	protein_coding	KNOWN	2	USP43	USP43	1	rs7222481	chr17	9785187	-236607	5
ENSG00000184544.5	DHRS7C	chr17	gene	9674751	9712225	-	ENSG00000184544.5	protein_coding	KNOWN	2	DHRS7C	DHRS7C	1	rs7222481	chr17	9785187	-110436	4
ENSG00000065325.6	GLP2R	chr17	gene	9725523	9795419	+	ENSG00000065325.6	protein_coding	KNOWN	2	GLP2R	GLP2R	1	rs7222481	chr17	9785187	-59664	3
ENSG00000109047.5	RCVRN	chr17	gene	9799637	9808938	-	ENSG00000109047.5	protein_coding	KNOWN	2	RCVRN	RCVRN	1	rs7222481	chr17	9785187	14450	1
ENSG00000007237.10	GAS7	chr17	gene	9813926	10101868	-	ENSG00000007237.10	protein_coding	KNOWN	3	GAS7	GAS7	1	rs7222481	chr17	9785187	28739	2
ENSG00000006788.6	MYH13	chr17	gene	10201401	10276322	-	ENSG00000006788.6	protein_coding	KNOWN	2	MYH13	MYH13	1	rs7222481	chr17	9785187	416214	7
ENSG00000133020.3	MYH8	chr17	gene	10293639	10325267	-	ENSG00000133020.3	protein_coding	KNOWN	2	MYH8	MYH8	1	rs7222481	chr17	9785187	508452	8
ENSG00000125414.11	MYH2	chr17	gene	10346607	10453274	-	ENSG00000125414.11	protein_coding	KNOWN	1	MYH2	MYH2	1	rs7222481	chr17	9785187	561420	9
ENSG00000109061.8	MYH1	chr17	gene	10395629	10421859	-	ENSG00000109061.8	protein_coding	KNOWN	3	MYH1	MYH1	1	rs7222481	chr17	9785187	610442	10
ENSG00000109063.7	MYH3	chr17	gene	10531843	10559467	-	ENSG00000109063.7	protein_coding	KNOWN	3	MYH3	MYH3	1	rs7222481	chr17	9785187	746656	12
ENSG00000133028.5	SCO1	chr17	gene	10583653	10600885	-	ENSG00000133028.5	protein_coding	KNOWN	3	SCO1	SCO1	1	rs7222481	chr17	9785187	798466	13
ENSG00000170222.9	C17orf48	chr17	gene	10600931	10614550	+	ENSG00000170222.9	protein_coding	KNOWN	2	C17orf48	ADPRM	1	rs7222481	chr17	9785187	815744	14
ENSG00000187824.3	TMEM220	chr17	gene	10616612	10633646	-	ENSG00000187824.3	protein_coding	KNOWN	3	TMEM220	TMEM220	1	rs7222481	chr17	9785187	831425	15
ENSG00000233670.3	PIRT	chr17	gene	10725792	10741418	-	ENSG00000233670.3	protein_coding	KNOWN	3	PIRT	PIRT	1	rs7222481	chr17	9785187	940605	17
ENSG00000154803.7	FLCN	chr17	gene	17115526	17140502	-	ENSG00000154803.7	protein_coding	KNOWN	2	FLCN	FLCN	1	rs4925109	chr17	17661802	-546276	19
ENSG00000141030.6	COPS3	chr17	gene	17150134	17184607	-	ENSG00000141030.6	protein_coding	KNOWN	2	COPS3	COPS3	1	rs4925109	chr17	17661802	-511668	17
ENSG00000205309.7	NT5M	chr17	gene	17206649	17250977	+	ENSG00000205309.7	protein_coding	KNOWN	2	NT5M	NT5M	1	rs4925109	chr17	17661802	-455153	13
ENSG00000141026.2	MED9	chr17	gene	17380300	17396535	+	ENSG00000141026.2	protein_coding	KNOWN	2	MED9	MED9	1	rs4925109	chr17	17661802	-281502	9
ENSG00000108551.3	RASD1	chr17	gene	17397751	17399707	-	ENSG00000108551.3	protein_coding	KNOWN	2	RASD1	RASD1	1	rs4925109	chr17	17661802	-264051	7
ENSG00000133027.10	PEMT	chr17	gene	17408877	17495022	-	ENSG00000133027.10	protein_coding	KNOWN	2	PEMT	PEMT	1	rs4925109	chr17	17661802	-252925	5
ENSG00000108557.12	RAI1	chr17	gene	17584787	17714767	+	ENSG00000108557.12	protein_coding	KNOWN	2	RAI1	RAI1	1	rs4925109	chr17	17661802	-77015	2
ENSG00000072310.10	SREBF1	chr17	gene	17714653	17740325	-	ENSG00000072310.10	protein_coding	KNOWN	2	SREBF1	SREBF1	1	rs4925109	chr17	17661802	52851	1
ENSG00000175662.12	TOM1L2	chr17	gene	17750139	17875784	-	ENSG00000175662.12	protein_coding	KNOWN	2	TOM1L2	TOM1L2	1	rs4925109	chr17	17661802	88337	3
ENSG00000171962.9	LRRC48	chr17	gene	17876127	17920203	+	ENSG00000171962.9	protein_coding	KNOWN	2	LRRC48	LRRC48	1	rs4925109	chr17	17661802	214325	4
